0	1
1	0
2	0
3	0
4	0
5	1
6	0
7	0
8	0
9	0
10	0
11	0
12	1
13	0
14	0
15	1
16	0
17	1
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	1
30	0
31	0
32	0
33	1
34	1
35	0
36	0
37	0
38	0
39	0
40	1
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	1
49	1
50	1
51	1
52	0
53	0
54	0
55	0
56	1
57	1
58	0
59	0
60	0
61	1
62	0
63	0
64	0
65	1
66	1
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	1
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	1
87	0
88	0
89	1
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	1
113	1
114	1
115	0
116	1
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	1
126	0
127	0
128	1
129	0
130	0
131	0
132	0
133	1
134	0
135	0
136	0
137	0
138	0
139	0
140	0
141	0
142	0
143	0
144	1
145	0
146	0
147	0
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	1
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	0
179	0
180	0
181	0
182	0
183	0
184	0
185	0
186	0
187	1
188	0
189	0
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	0
200	0
201	1
202	0
203	0
204	0
205	0
206	0
207	0
208	0
209	0
210	0
211	0
212	0
213	0
214	0
215	0
216	0
217	0
218	0
219	0
220	0
221	0
222	1
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	1
232	1
233	1
234	0
235	0
236	0
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	1
252	0
253	0
254	0
255	0
256	0
257	0
258	0
259	0
260	0
261	0
262	1
263	1
264	0
265	0
266	0
267	0
268	1
269	1
270	1
271	0
272	0
273	0
274	0
275	0
276	1
277	0
278	0
279	0
280	0
281	0
282	1
283	0
284	0
285	0
286	0
287	0
288	0
289	1
290	0
291	0
292	0
293	0
294	0
295	0
296	0
297	1
298	0
299	0
300	1
301	1
302	1
303	0
304	0
305	1
306	0
307	0
308	0
309	0
310	0
311	1
312	0
313	0
314	0
315	0
316	0
317	0
318	0
319	1
320	0
321	0
322	0
323	0
324	0
325	0
326	0
327	1
328	1
329	1
330	0
331	0
332	0
333	0
334	0
335	0
336	0
337	0
338	0
339	1
340	0
341	0
342	0
343	0
344	1
345	1
346	0
347	0
348	0
349	0
350	0
351	1
352	0
353	1
354	0
355	1
356	0
357	0
358	0
359	0
360	0
361	0
362	1
363	0
364	0
365	1
366	1
367	0
368	0
369	0
370	0
371	0
372	0
373	0
374	0
375	0
376	0
377	0
378	0
379	0
380	0
381	0
382	0
383	0
384	0
385	0
386	0
387	0
388	0
389	1
390	0
391	0
392	0
393	0
394	1
395	0
396	0
397	0
398	0
399	0
400	0
401	0
402	0
403	0
404	0
405	1
406	0
407	0
408	0
409	1
410	1
411	0
412	0
413	0
414	0
415	0
416	0
417	1
418	0
419	0
420	0
421	0
422	0
423	0
424	0
425	0
426	0
427	0
428	0
429	0
430	0
431	1
432	0
433	0
434	1
435	0
436	1
437	0
438	0
439	1
440	0
441	1
442	0
443	0
444	0
445	0
446	0
447	1
448	0
449	0
450	0
451	0
452	0
453	0
454	0
455	0
456	0
457	0
458	0
459	0
460	1
461	0
462	0
463	1
464	0
465	0
466	0
467	0
468	0
469	0
470	0
471	0
472	1
473	1
474	1
475	1
476	0
477	0
478	0
479	0
480	0
481	0
482	0
483	0
484	0
485	0
486	1
487	0
488	0
489	0
490	1
491	0
492	0
493	0
494	0
495	1
496	1
497	0
498	0
499	0
500	0
501	0
502	1
503	0
504	0
505	0
506	0
507	1
508	0
509	0
510	1
511	1
512	0
513	0
514	0
515	1
516	0
517	0
518	0
519	1
520	0
521	0
522	0
523	0
524	0
525	1
526	0
527	0
528	0
529	1
530	1
531	0
532	0
533	0
534	0
535	0
536	1
537	0
538	0
539	0
540	0
541	0
542	0
543	0
544	0
545	0
546	0
547	0
548	0
549	0
550	0
551	1
552	0
553	0
554	0
555	0
556	0
557	0
558	0
559	0
560	0
561	1
562	0
563	0
564	0
565	0
566	0
567	0
568	0
569	0
570	1
571	0
572	0
573	0
574	0
575	0
576	0
577	0
578	0
579	0
580	0
581	0
582	0
583	0
584	0
585	0
586	1
587	0
588	0
589	0
590	0
591	0
592	0
593	0
594	0
595	0
596	0
597	0
598	1
599	0
600	0
601	0
602	0
603	0
604	0
605	0
606	0
607	1
608	0
609	0
610	0
611	0
612	0
613	0
614	0
615	0
616	0
617	0
618	0
619	0
620	0
621	0
622	0
623	0
624	0
625	0
626	0
627	0
628	0
629	1
630	0
631	0
632	1
633	0
634	0
635	0
636	0
637	1
638	0
639	0
640	0
641	0
642	1
643	1
644	1
645	0
646	0
647	0
648	0
649	0
650	0
651	0
652	0
653	0
654	1
655	0
656	0
657	0
658	0
659	1
660	0
661	0
662	1
663	0
664	1
665	0
666	0
667	0
668	0
669	0
670	0
671	0
672	0
673	0
674	0
675	0
676	0
677	0
678	0
679	0
680	1
681	0
682	0
683	0
684	0
685	0
686	0
687	0
688	0
689	0
690	0
691	0
692	0
693	0
694	1
695	0
696	0
697	0
698	1
699	0
700	0
701	0
702	0
703	0
704	0
705	0
706	0
707	0
708	0
709	0
710	0
711	0
712	0
713	0
714	0
715	1
716	1
717	0
718	0
719	0
720	0
721	0
722	0
723	0
724	0
725	1
726	1
727	0
728	0
729	0
730	0
731	1
732	0
733	0
734	0
735	0
736	1
737	0
738	0
739	0
740	0
741	0
742	0
743	0
744	1
745	0
746	0
747	0
748	0
749	0
750	0
751	0
752	1
753	0
754	0
755	0
756	0
757	0
758	0
759	0
760	0
761	0
762	0
763	1
764	1
765	0
766	0
767	1
768	1
769	0
770	0
771	0
772	0
773	0
774	0
775	0
776	0
777	0
778	0
779	1
780	0
781	0
782	0
783	0
784	0
785	1
786	0
787	1
788	0
789	0
790	1
791	0
792	0
793	0
794	0
795	0
796	0
797	0
798	0
799	0
800	0
801	0
802	0
803	0
804	1
805	1
806	0
807	0
808	0
809	0
810	0
811	0
812	0
813	0
814	0
815	0
816	0
817	0
818	0
819	0
820	0
821	0
822	0
823	0
824	0
825	0
826	0
827	0
828	0
829	0
830	0
831	0
832	0
833	0
834	1
835	0
836	0
837	1
838	0
839	0
840	0
841	1
842	0
843	0
844	1
845	0
846	0
847	0
848	0
849	1
850	0
851	0
852	0
853	0
854	1
855	0
856	0
857	0
858	0
859	1
860	0
861	0
862	1
863	0
864	0
865	0
866	1
867	1
868	0
869	0
870	0
871	0
872	0
873	0
874	0
875	0
876	1
877	1
878	0
879	0
880	0
881	0
882	0
883	0
884	0
885	1
886	0
887	0
888	0
889	0
890	1
891	1
892	0
893	0
894	0
895	0
896	0
897	0
898	0
899	0
900	0
901	0
902	0
903	0
904	1
905	0
906	1
907	0
908	0
909	0
910	0
911	0
912	0
913	1
914	1
915	0
916	0
917	0
918	1
919	0
920	0
921	0
922	0
923	0
924	0
925	0
926	0
927	0
928	0
929	0
930	0
931	0
932	1
933	0
934	1
935	0
936	0
937	1
938	0
939	0
940	0
941	0
942	0
943	1
944	0
945	0
946	0
947	0
948	0
949	0
950	0
951	1
952	0
953	0
954	1
955	0
956	0
957	0
958	0
959	0
960	0
961	0
962	0
963	0
964	0
965	0
966	0
967	0
968	0
969	0
970	0
971	1
972	0
973	0
974	0
975	1
976	0
977	0
978	0
979	0
980	0
981	0
982	0
983	0
984	0
985	0
986	0
987	0
988	0
989	1
990	0
991	0
992	1
993	0
994	1
995	1
996	1
997	1
998	1
999	0
1000	0
1001	0
1002	0
1003	0
1004	0
1005	0
1006	0
1007	0
1008	0
1009	0
1010	1
1011	0
1012	0
1013	0
1014	0
1015	0
1016	1
1017	0
1018	0
1019	0
1020	0
1021	1
1022	0
1023	0
1024	0
1025	0
1026	0
1027	0
1028	0
1029	0
1030	1
1031	0
1032	0
1033	0
1034	0
1035	0
1036	0
1037	1
1038	0
1039	0
1040	0
1041	1
1042	0
1043	0
1044	0
1045	0
1046	1
1047	0
1048	0
1049	0
1050	0
1051	0
1052	0
1053	0
1054	0
1055	0
1056	0
1057	0
1058	1
1059	0
1060	0
1061	0
1062	0
1063	0
1064	0
1065	1
1066	0
1067	1
1068	0
1069	0
1070	1
1071	0
1072	1
1073	0
1074	0
1075	0
1076	0
1077	0
1078	0
1079	0
1080	0
1081	1
1082	0
1083	0
1084	0
1085	0
1086	0
1087	0
1088	0
1089	1
1090	0
1091	1
1092	0
1093	1
1094	1
1095	0
1096	0
1097	0
1098	0
1099	0
1100	0
1101	0
1102	0
1103	0
1104	0
1105	0
1106	1
1107	0
1108	0
1109	1
1110	0
1111	0
1112	0
1113	0
1114	0
1115	0
1116	1
1117	0
1118	1
1119	0
1120	0
1121	0
1122	0
1123	0
1124	0
1125	0
1126	0
1127	0
1128	0
1129	1
1130	0
1131	0
1132	0
1133	0
1134	0
1135	0
1136	1
1137	0
1138	0
1139	0
1140	0
1141	0
1142	1
1143	0
1144	0
1145	0
1146	0
1147	0
1148	0
1149	0
1150	0
1151	0
1152	0
1153	1
1154	0
1155	0
1156	1
1157	0
1158	0
1159	0
1160	0
1161	0
1162	0
1163	1
1164	0
1165	0
1166	0
1167	0
1168	0
1169	0
1170	0
1171	0
1172	0
1173	0
1174	0
1175	0
1176	0
1177	1
1178	0
1179	0
1180	0
1181	0
1182	0
1183	0
1184	0
1185	0
1186	0
1187	0
1188	0
1189	0
1190	0
1191	0
1192	0
1193	0
1194	0
1195	0
1196	0
1197	0
1198	0
1199	1
1200	0
1201	0
1202	0
1203	1
1204	0
1205	1
1206	0
1207	0
1208	0
1209	0
1210	0
1211	0
1212	0
1213	1
1214	0
1215	0
1216	0
1217	0
1218	0
1219	0
1220	0
1221	1
1222	0
1223	0
1224	0
1225	0
1226	0
1227	0
1228	0
1229	0
1230	0
1231	0
